Subnum,nowblock,nowblocktype,nowtrial,ind_up_color,test_color,testspeed,keypress,opposite_to_ind_response,RT
10,15,2,31,1,0,5.000000e-02,1,0,0.324
10,15,2,32,1,0,1.000000e-01,0,1,0.562
10,15,2,33,1,1,-1.00E-01,0,0,0
10,15,2,34,1,1,-1.00E-01,0,0,0.546
10,15,2,35,1,0,1.000000e-01,1,0,0.302
10,15,2,36,1,1,-5.00E-02,0,0,0.294
10,15,2,37,1,0,5.000000e-02,1,0,1.358
10,15,2,38,1,0,-5.00E-02,1,0,0.506
10,15,2,39,1,0,-1.00E-01,1,0,0.449
10,15,2,40,1,0,5.000000e-02,1,0,0.418
10,16,2,1,1,0,5.000000e-02,1,0,0.618
10,16,2,2,1,0,-1.00E-01,1,0,0.637
10,16,2,3,1,0,-5.00E-02,1,0,0.966
10,16,2,4,1,1,5.000000e-02,0,0,0.283
10,16,2,5,1,1,5.000000e-02,1,1,0.531
10,16,2,6,1,1,0,0,0,0.785
10,16,2,7,1,1,0,0,0,0.219
10,16,2,8,1,0,0,1,0,0.23
10,16,2,9,1,0,-1.00E-01,0,1,0.777
10,16,2,10,1,0,1.000000e-01,1,0,0.349
10,16,2,11,1,0,0,1,0,0.291
10,16,2,12,1,0,1.000000e-01,1,0,0.441
10,16,2,13,1,1,1.000000e-01,0,0,0.347
10,16,2,14,1,1,-5.00E-02,0,0,0.456
10,16,2,15,1,0,0,1,0,0.298
10,16,2,16,1,0,-5.00E-02,1,0,0.345
10,16,2,17,1,1,5.000000e-02,0,0,0.438
10,16,2,18,1,1,1.000000e-01,0,0,0.488
10,16,2,19,1,1,-5.00E-02,0,0,0.497
10,16,2,20,1,0,-1.00E-01,1,0,0.248
10,16,2,21,1,0,-5.00E-02,0,1,0.529
10,16,2,22,1,1,-5.00E-02,0,0,0.647
10,16,2,23,1,1,0,1,1,0.175
10,16,2,24,1,1,-1.00E-01,0,0,0.284
10,16,2,25,1,0,0,1,0,0.349
10,16,2,26,1,0,5.000000e-02,1,0,0.434
10,16,2,27,1,1,-5.00E-02,0,0,0.236
10,16,2,28,1,1,-1.00E-01,0,0,0.662
10,16,2,29,1,0,-5.00E-02,1,0,0.383
10,16,2,30,1,0,5.000000e-02,1,0,0.466
10,16,2,31,1,1,1.000000e-01,0,0,0.402
10,16,2,32,1,0,-1.00E-01,1,0,0.341
10,16,2,33,1,0,1.000000e-01,0,1,0.348
10,16,2,34,1,1,1.000000e-01,1,1,0.537
10,16,2,35,1,1,5.000000e-02,0,0,0.495
10,16,2,36,1,1,0,1,1,0.486
10,16,2,37,1,0,5.000000e-02,1,0,0.549
10,16,2,38,1,1,-1.00E-01,0,0,0.267
10,16,2,39,1,1,-1.00E-01,1,1,0.268
10,16,2,40,1,0,1.000000e-01,1,0,0.381
10,17,2,1,1,1,5.000000e-02,0,0,1.857
10,17,2,2,1,1,1.000000e-01,0,0,0.513
10,17,2,3,1,0,-1.00E-01,1,0,0.4
10,17,2,4,1,0,1.000000e-01,0,1,0.187
10,17,2,5,1,0,-5.00E-02,1,0,0.486
10,17,2,6,1,1,5.000000e-02,0,0,0.351
10,17,2,7,1,1,-5.00E-02,1,1,0.388
10,17,2,8,1,1,1.000000e-01,0,0,0.432
10,17,2,9,1,0,1.000000e-01,1,0,0.354
10,17,2,10,1,0,5.000000e-02,1,0,0.288
10,17,2,11,1,0,-5.00E-02,1,0,0.4
10,17,2,12,1,0,-1.00E-01,1,0,0.347
10,17,2,13,1,0,-5.00E-02,0,1,0.505
10,17,2,14,1,1,5.000000e-02,0,0,0.328
10,17,2,15,1,0,5.000000e-02,1,0,0.358
10,17,2,16,1,1,-5.00E-02,0,0,0.555
10,17,2,17,1,0,1.000000e-01,1,0,0.272
10,17,2,18,1,1,0,0,0,0.343
10,17,2,19,1,0,0,1,0,0.446
10,17,2,20,1,0,-1.00E-01,0,1,0.576
10,17,2,21,1,1,1.000000e-01,0,0,0.595
10,17,2,22,1,1,-1.00E-01,1,1,0.431
10,17,2,23,1,0,1.000000e-01,0,1,0.617
10,17,2,24,1,1,-1.00E-01,0,0,1.067
10,17,2,25,1,1,-5.00E-02,1,1,0.795
10,17,2,26,1,0,-5.00E-02,1,0,0.278
10,17,2,27,1,0,5.000000e-02,0,1,0.302
10,17,2,28,1,0,0,0,1,0.294
10,17,2,29,1,1,-5.00E-02,0,0,0.365
10,17,2,30,1,1,-1.00E-01,0,0,0.593
10,17,2,31,1,1,-1.00E-01,0,0,0.749
10,17,2,32,1,1,0,1,1,0.554
10,17,2,33,1,0,-1.00E-01,1,0,0.566
10,17,2,34,1,1,0,1,1,0.603
10,17,2,35,1,0,0,1,0,0.886
10,17,2,36,1,1,5.000000e-02,0,0,0.638
10,17,2,37,1,0,0,1,0,0.456
10,17,2,38,1,1,0,0,0,1.001
10,17,2,39,1,0,5.000000e-02,1,0,0.524
10,17,2,40,1,1,1.000000e-01,0,0,0.658
10,18,2,1,1,1,0,1,1,0.762
10,18,2,2,1,0,-5.00E-02,1,0,0.79
10,18,2,3,1,1,1.000000e-01,0,0,0.418
10,18,2,4,1,0,0,1,0,0.651
10,18,2,5,1,1,-5.00E-02,0,0,0.405
10,18,2,6,1,0,0,1,0,0.632
10,18,2,7,1,0,5.000000e-02,1,0,0.346
10,18,2,8,1,0,1.000000e-01,1,0,0.648
10,18,2,9,1,0,-1.00E-01,1,0,0.48
10,18,2,10,1,0,5.000000e-02,0,1,0.52
10,18,2,11,1,1,-1.00E-01,0,0,0.335
10,18,2,12,1,0,0,1,0,0.405
10,18,2,13,1,0,-5.00E-02,1,0,0.376
10,18,2,14,1,1,1.000000e-01,0,0,0.372
10,18,2,15,1,1,1.000000e-01,0,0,0.505
10,18,2,16,1,0,0,1,0,0.424
10,18,2,17,1,1,5.000000e-02,0,0,0.818
10,18,2,18,1,1,0,0,0,0.301
10,18,2,19,1,0,1.000000e-01,1,0,0.564
10,18,2,20,1,0,-1.00E-01,1,0,1.113
10,18,2,21,1,0,-5.00E-02,1,0,0.727
10,18,2,22,1,0,5.000000e-02,1,0,0.62
10,18,2,23,1,1,5.000000e-02,0,0,0.653
10,18,2,24,1,0,5.000000e-02,1,0,0.296
10,18,2,25,1,1,-1.00E-01,0,0,0.599
10,18,2,26,1,1,-1.00E-01,1,1,0.746
10,18,2,27,1,1,-1.00E-01,0,0,0.447
10,18,2,28,1,1,5.000000e-02,0,0,0.447
10,18,2,29,1,0,-1.00E-01,1,0,0.346
10,18,2,30,1,1,1.000000e-01,0,0,0.678
10,18,2,31,1,0,1.000000e-01,1,0,0.407
10,18,2,32,1,0,1.000000e-01,1,0,0.754
10,18,2,33,1,0,-1.00E-01,0,1,0.679
10,18,2,34,1,1,-5.00E-02,0,0,0.383
10,18,2,35,1,1,-5.00E-02,0,0,0.466
10,18,2,36,1,1,0,1,1,0.643
10,18,2,37,1,1,-5.00E-02,0,0,0.483
10,18,2,38,1,1,5.000000e-02,1,1,0.725
10,18,2,39,1,0,-5.00E-02,1,0,0.754
10,18,2,40,1,1,0,0,0,0.439
10,19,1,1,0,0,5.000000e-02,1,1,0.775
10,19,1,2,0,1,-5.00E-02,0,1,2.114
10,19,1,3,0,0,-1.00E-01,0,0,0.288
10,19,1,4,0,0,0,1,1,0.632
10,19,1,5,0,1,0,0,1,0.354
10,19,1,6,0,0,-5.00E-02,0,0,0.391
10,19,1,7,0,1,-1.00E-01,0,1,0.491
10,19,1,8,0,1,0,1,0,0.162
10,19,1,9,0,0,5.000000e-02,1,1,0.551
10,19,1,10,0,0,-1.00E-01,0,0,0.388
10,19,1,11,0,1,-1.00E-01,1,0,0.208
10,19,1,12,0,0,0,0,0,0.195
10,19,1,13,0,0,-5.00E-02,1,1,0.231
10,19,1,14,0,1,-5.00E-02,0,1,0.384
10,19,1,15,0,1,0,1,0,0.117
10,19,1,16,0,1,1.000000e-01,0,1,0.179
10,19,1,17,0,0,5.000000e-02,1,1,0.471
10,19,1,18,0,1,1.000000e-01,0,1,0.36
10,19,1,19,0,1,5.000000e-02,1,0,0.189
10,19,1,20,0,1,5.000000e-02,0,1,0.449
10,19,1,21,0,0,0,1,1,0.442
10,19,1,22,0,1,-5.00E-02,0,1,0.404
10,19,1,23,0,0,1.000000e-01,1,1,0.367
10,19,1,24,0,0,0,0,0,0.54
10,19,1,25,0,1,1.000000e-01,0,1,0.485
10,19,1,26,0,1,5.000000e-02,1,0,0.317
10,19,1,27,0,1,-1.00E-01,0,1,0.588
10,19,1,28,0,0,-1.00E-01,1,1,0.12
10,19,1,29,0,0,-1.00E-01,0,0,0.182
10,19,1,30,0,0,-5.00E-02,0,0,0.603
10,19,1,31,0,0,-5.00E-02,1,1,0.294
10,19,1,32,0,1,-1.00E-01,0,1,0.134
10,19,1,33,0,1,5.000000e-02,1,0,0.268
10,19,1,34,0,0,1.000000e-01,1,1,0.725
10,19,1,35,0,1,-5.00E-02,0,1,0.098
10,19,1,36,0,0,5.000000e-02,0,0,0.538
10,19,1,37,0,0,1.000000e-01,1,1,0.447
10,19,1,38,0,0,1.000000e-01,0,0,0.249
10,19,1,39,0,1,0,1,0,0.515
10,19,1,40,0,1,1.000000e-01,1,0,0.369
10,20,2,1,1,1,-5.00E-02,0,0,1.027
10,20,2,2,1,0,-5.00E-02,0,1,0.332
10,20,2,3,1,0,1.000000e-01,1,0,0.29
10,20,2,4,1,0,-5.00E-02,1,0,0.377
10,20,2,5,1,0,1.000000e-01,1,0,0.397
10,20,2,6,1,1,0,0,0,0.352
10,20,2,7,1,0,-1.00E-01,1,0,0.294
10,20,2,8,1,0,5.000000e-02,1,0,0.334
10,20,2,9,1,0,0,1,0,0.299
10,20,2,10,1,0,5.000000e-02,0,1,0.578
10,20,2,11,1,1,-1.00E-01,0,0,0.383
10,20,2,12,1,1,-1.00E-01,0,0,1.059
10,20,2,13,1,0,-1.00E-01,1,0,0.147
10,20,2,14,1,0,1.000000e-01,1,0,0.328
10,20,2,15,1,1,1.000000e-01,0,0,1.079
10,20,2,16,1,0,1.000000e-01,1,0,0.43
10,20,2,17,1,1,5.000000e-02,0,0,0.488
10,20,2,18,1,1,1.000000e-01,1,1,0.544
10,20,2,19,1,0,-5.00E-02,1,0,0.589
10,20,2,20,1,1,0,0,0,0.351
10,20,2,21,1,1,-5.00E-02,0,0,0.526
10,20,2,22,1,1,-5.00E-02,0,0,0.396
10,20,2,23,1,0,0,1,0,0.256
10,20,2,24,1,1,1.000000e-01,1,1,0.489
10,20,2,25,1,0,-1.00E-01,1,0,1.313
10,20,2,26,1,0,0,1,0,0.535
10,20,2,27,1,1,0,1,1,1.069
10,20,2,28,1,1,0,0,0,0.349
10,20,2,29,1,1,-1.00E-01,1,1,0.178
10,20,2,30,1,1,5.000000e-02,0,0,0.286
10,20,2,31,1,0,0,1,0,0.311
10,20,2,32,1,1,-1.00E-01,0,0,0.238
10,20,2,33,1,0,-1.00E-01,1,0,0.246
10,20,2,34,1,1,5.000000e-02,0,0,0.297
10,20,2,35,1,1,1.000000e-01,0,0,0.328
10,20,2,36,1,1,5.000000e-02,1,1,1.19
10,20,2,37,1,0,5.000000e-02,0,1,0.072
10,20,2,38,1,0,5.000000e-02,0,1,0.202
10,20,2,39,1,0,-5.00E-02,1,0,0.381
10,20,2,40,1,1,-5.00E-02,1,1,0.497
11,1,1,1,0,0,-1.00E-01,0,0,1.042
11,1,1,2,0,0,-1.00E-01,1,1,1.132
11,1,1,3,0,0,-5.00E-02,1,1,1.081
11,1,1,4,0,1,1.000000e-01,1,0,0.858
11,1,1,5,0,0,1.000000e-01,1,1,0.817
11,1,1,6,0,1,-5.00E-02,1,0,1.02
11,1,1,7,0,1,0,1,0,0.854
11,1,1,8,0,0,1.000000e-01,1,1,0.895
11,1,1,9,0,1,5.000000e-02,1,0,0.646
11,1,1,10,0,1,5.000000e-02,1,0,0.615
11,1,1,11,0,0,5.000000e-02,1,1,0.634
11,1,1,12,0,1,1.000000e-01,1,0,0.651
11,1,1,13,0,0,0,1,1,0.621
11,1,1,14,0,1,-5.00E-02,1,0,0.959
11,1,1,15,0,0,0,1,1,0.795
11,1,1,16,0,0,-5.00E-02,1,1,0.63
11,1,1,17,0,1,-1.00E-01,1,0,0.607
11,1,1,18,0,1,5.000000e-02,0,1,0.898
11,1,1,19,0,1,0,1,0,0.569
11,1,1,20,0,0,1.000000e-01,1,1,0.55
11,1,1,21,0,0,0,1,1,0.531
11,1,1,22,0,0,-5.00E-02,1,1,0.513
11,1,1,23,0,1,-1.00E-01,1,0,0.51
11,1,1,24,0,1,0,1,0,0.534
11,1,1,25,0,0,1.000000e-01,1,1,0.492
11,1,1,26,0,0,5.000000e-02,1,1,0.474
11,1,1,27,0,1,1.000000e-01,1,0,0.507
11,1,1,28,0,1,-5.00E-02,1,0,0.474
11,1,1,29,0,1,1.000000e-01,1,0,0.498
11,1,1,30,0,1,-1.00E-01,1,0,0.513
11,1,1,31,0,0,5.000000e-02,1,1,0.454
11,1,1,32,0,0,5.000000e-02,1,1,0.529
11,1,1,33,0,0,-1.00E-01,1,1,0.487
11,1,1,34,0,1,5.000000e-02,1,0,0.439
11,1,1,35,0,0,0,1,1,0.447
11,1,1,36,0,1,-1.00E-01,1,0,0.45
11,1,1,37,0,0,-5.00E-02,1,1,0.394
11,1,1,38,0,1,-5.00E-02,1,0,0.558
11,1,1,39,0,1,0,1,0,0.651
11,1,1,40,0,0,-1.00E-01,1,1,0.644
11,2,2,1,1,0,-5.00E-02,0,1,0.859
11,2,2,2,1,1,5.000000e-02,0,0,0.826
11,2,2,3,1,0,0,1,0,0.805
11,2,2,4,1,1,1.000000e-01,0,0,0.52
11,2,2,5,1,1,1.000000e-01,0,0,0.614
11,2,2,6,1,0,5.000000e-02,1,0,0.721
11,2,2,7,1,0,0,0,1,1.119
11,2,2,8,1,1,1.000000e-01,1,1,0.765
11,2,2,9,1,1,0,0,0,0.578
11,2,2,10,1,0,-1.00E-01,1,0,0.773
11,2,2,11,1,0,0,0,1,0.546
11,2,2,12,1,1,0,0,0,0.895
11,2,2,13,1,0,-1.00E-01,0,1,0.734
11,2,2,14,1,1,5.000000e-02,0,0,0.66
11,2,2,15,1,0,1.000000e-01,0,1,0.532
11,2,2,16,1,0,-5.00E-02,1,0,0.746
11,2,2,17,1,1,5.000000e-02,0,0,0.527
11,2,2,18,1,1,-5.00E-02,1,1,0.524
11,2,2,19,1,0,5.000000e-02,0,1,0.435
11,2,2,20,1,1,0,0,0,0.388
11,2,2,21,1,1,-5.00E-02,0,0,0.496
11,2,2,22,1,0,1.000000e-01,0,1,0.543
11,2,2,23,1,1,-1.00E-01,0,0,0.677
11,2,2,24,1,0,-1.00E-01,1,0,0.659
11,2,2,25,1,0,-1.00E-01,0,1,0.477
11,2,2,26,1,1,-1.00E-01,0,0,0.437
11,2,2,27,1,1,-1.00E-01,0,0,0.415
11,2,2,28,1,0,5.000000e-02,0,1,0.537
11,2,2,29,1,0,5.000000e-02,0,1,0.479
11,2,2,30,1,1,-1.00E-01,1,1,0.791
11,2,2,31,1,0,1.000000e-01,0,1,0.49
11,2,2,32,1,1,0,0,0,0.554
11,2,2,33,1,0,0,1,0,0.679
11,2,2,34,1,0,-5.00E-02,0,1,0.654
11,2,2,35,1,1,1.000000e-01,0,0,0.576
11,2,2,36,1,0,1.000000e-01,0,1,0.5
11,2,2,37,1,1,-5.00E-02,0,0,0.465
11,2,2,38,1,1,-5.00E-02,1,1,1.1
11,2,2,39,1,0,-5.00E-02,0,1,0.994
11,2,2,40,1,1,5.000000e-02,1,1,1.236
11,3,2,1,1,1,-1.00E-01,0,0,0.827
11,3,2,2,1,1,-1.00E-01,0,0,0.572
11,3,2,3,1,0,-5.00E-02,1,0,0.702
11,3,2,4,1,1,5.000000e-02,1,1,0.638
11,3,2,5,1,0,5.000000e-02,0,1,0.607
11,3,2,6,1,0,-1.00E-01,1,0,0.787
11,3,2,7,1,0,0,0,1,0.662
11,3,2,8,1,0,0,1,0,0.855
11,3,2,9,1,1,0,1,1,0.72
11,3,2,10,1,1,-5.00E-02,1,1,0.582
11,3,2,11,1,1,-5.00E-02,1,1,0.586
11,3,2,12,1,1,5.000000e-02,1,1,0.526
11,3,2,13,1,0,-1.00E-01,1,0,0.476
11,3,2,14,1,1,5.000000e-02,1,1,0.556
11,3,2,15,1,0,0,1,0,0.512
11,3,2,16,1,0,5.000000e-02,0,1,0.535
11,3,2,17,1,0,-1.00E-01,1,0,0.7
11,3,2,18,1,1,1.000000e-01,1,1,0.564
11,3,2,19,1,0,-1.00E-01,0,1,0.553
11,3,2,20,1,1,1.000000e-01,0,0,0.542
11,3,2,21,1,0,-5.00E-02,1,0,0.723
11,3,2,22,1,0,-5.00E-02,1,0,0.529
11,3,2,23,1,0,-5.00E-02,1,0,0.503
11,3,2,24,1,0,1.000000e-01,1,0,0.511
11,3,2,25,1,1,-5.00E-02,0,0,0.589
11,3,2,26,1,1,-5.00E-02,1,1,0.529
11,3,2,27,1,1,0,0,0,0.51
11,3,2,28,1,1,5.000000e-02,1,1,0.589
11,3,2,29,1,0,1.000000e-01,1,0,0.489
11,3,2,30,1,1,-1.00E-01,0,0,0.536
11,3,2,31,1,1,-1.00E-01,1,1,0.486
11,3,2,32,1,0,5.000000e-02,1,0,0.415
11,3,2,33,1,0,5.000000e-02,0,1,0.585
11,3,2,34,1,1,0,1,1,0.404
11,3,2,35,1,1,1.000000e-01,1,1,0.472
11,3,2,36,1,1,0,0,0,0.633
11,3,2,37,1,1,1.000000e-01,1,1,0.459
11,3,2,38,1,0,0,1,0,0.556
11,3,2,39,1,0,1.000000e-01,1,0,0.808
11,3,2,40,1,0,1.000000e-01,1,0,0.715
11,4,2,1,1,0,0,1,0,1.138
11,4,2,2,1,0,-5.00E-02,0,1,0.694
11,4,2,3,1,0,5.000000e-02,0,1,0.566
11,4,2,4,1,1,5.000000e-02,0,0,0.491
11,4,2,5,1,1,5.000000e-02,0,0,0.682
11,4,2,6,1,1,0,1,1,0.658
11,4,2,7,1,0,-1.00E-01,0,1,0.602
11,4,2,8,1,1,5.000000e-02,0,0,0.525
11,4,2,9,1,1,0,0,0,0.474
11,4,2,10,1,1,-5.00E-02,0,0,0.395
11,4,2,11,1,0,1.000000e-01,1,0,0.919
11,4,2,12,1,0,-1.00E-01,0,1,0.429
11,4,2,13,1,0,-5.00E-02,0,1,0.447
11,4,2,14,1,1,0,0,0,0.52
11,4,2,15,1,1,-1.00E-01,0,0,0.597
11,4,2,16,1,1,-5.00E-02,0,0,0.906
11,4,2,17,1,0,-1.00E-01,0,1,0.505
11,4,2,18,1,1,1.000000e-01,0,0,0.569
11,4,2,19,1,1,1.000000e-01,1,1,0.732
11,4,2,20,1,1,1.000000e-01,1,1,0.818
11,4,2,21,1,0,1.000000e-01,0,1,0.517
11,4,2,22,1,0,5.000000e-02,1,0,0.659
11,4,2,23,1,0,-1.00E-01,0,1,0.627
11,4,2,24,1,1,5.000000e-02,1,1,0.7
11,4,2,25,1,1,-1.00E-01,0,0,0.621
11,4,2,26,1,0,-5.00E-02,1,0,0.582
11,4,2,27,1,1,-5.00E-02,0,0,0.538
11,4,2,28,1,1,0,1,1,0.705
11,4,2,29,1,0,-5.00E-02,1,0,0.504
11,4,2,30,1,0,0,1,0,0.615
11,4,2,31,1,0,1.000000e-01,1,0,0.505
11,4,2,32,1,0,5.000000e-02,1,0,0.506
11,4,2,33,1,1,-1.00E-01,0,0,0.56
11,4,2,34,1,0,0,1,0,0.485
11,4,2,35,1,1,-5.00E-02,1,1,0.557
11,4,2,36,1,0,5.000000e-02,1,0,0.521
11,4,2,37,1,0,1.000000e-01,1,0,0.464
11,4,2,38,1,0,0,1,0,0.48
11,4,2,39,1,1,-1.00E-01,1,1,0.456
11,4,2,40,1,1,1.000000e-01,1,1,0.513
11,5,1,1,0,1,1.000000e-01,1,0,0.626
11,5,1,2,0,1,5.000000e-02,1,0,0.484
11,5,1,3,0,0,1.000000e-01,1,1,0.564
11,5,1,4,0,1,-5.00E-02,1,0,0.8
11,5,1,5,0,0,5.000000e-02,1,1,0.516
11,5,1,6,0,1,-5.00E-02,1,0,0.53
11,5,1,7,0,1,5.000000e-02,1,0,0.582
11,5,1,8,0,0,0,1,1,0.659
11,5,1,9,0,1,0,1,0,0.54
11,5,1,10,0,0,-1.00E-01,1,1,0.458
11,5,1,11,0,1,0,1,0,0.594
11,5,1,12,0,0,0,1,1,0.428
11,5,1,13,0,0,5.000000e-02,1,1,0.375
11,5,1,14,0,1,1.000000e-01,1,0,0.467
11,5,1,15,0,0,5.000000e-02,1,1,0.548
11,5,1,16,0,1,1.000000e-01,1,0,0.537
11,5,1,17,0,1,-1.00E-01,1,0,0.519
11,5,1,18,0,0,-1.00E-01,1,1,0.606
11,5,1,19,0,0,-1.00E-01,1,1,0.617
11,5,1,20,0,0,1.000000e-01,1,1,0.515
11,5,1,21,0,0,-5.00E-02,1,1,0.522
11,5,1,22,0,1,-1.00E-01,0,1,0.727
11,5,1,23,0,0,-5.00E-02,1,1,0.542
11,5,1,24,0,0,-1.00E-01,0,0,0.587
11,5,1,25,0,1,-5.00E-02,1,0,1.671
11,5,1,26,0,0,5.000000e-02,1,1,0.551
11,5,1,27,0,0,-5.00E-02,1,1,0.503
11,5,1,28,0,0,0,1,1,0.533
11,5,1,29,0,1,0,0,1,0.892
11,5,1,30,0,0,1.000000e-01,1,1,0.515
11,5,1,31,0,1,1.000000e-01,1,0,0.505
11,5,1,32,0,0,-5.00E-02,1,1,0.609
11,5,1,33,0,1,5.000000e-02,1,0,0.522
11,5,1,34,0,1,0,1,0,0.513
11,5,1,35,0,0,1.000000e-01,1,1,0.528
11,5,1,36,0,1,5.000000e-02,1,0,0.47
11,5,1,37,0,1,-5.00E-02,1,0,0.599
11,5,1,38,0,1,-1.00E-01,1,0,0.602
11,5,1,39,0,1,-1.00E-01,1,0,0.548
11,5,1,40,0,0,0,1,1,0.675
11,6,1,1,0,0,1.000000e-01,1,1,0.786
11,6,1,2,0,0,-1.00E-01,1,1,0.63
11,6,1,3,0,1,5.000000e-02,1,0,0.672
11,6,1,4,0,1,-1.00E-01,1,0,0.623
11,6,1,5,0,1,-1.00E-01,1,0,0.617
11,6,1,6,0,0,5.000000e-02,1,1,0.612
11,6,1,7,0,1,-5.00E-02,0,1,1.087
11,6,1,8,0,0,0,1,1,0.542
11,6,1,9,0,1,-5.00E-02,0,1,1.411
11,6,1,10,0,1,0,0,1,0.517
11,6,1,11,0,1,-5.00E-02,1,0,0.529
11,6,1,12,0,0,-5.00E-02,1,1,0.592
11,6,1,13,0,1,1.000000e-01,1,0,0.524
11,6,1,14,0,1,1.000000e-01,1,0,0.482
11,6,1,15,0,0,1.000000e-01,1,1,0.506
11,6,1,16,0,0,5.000000e-02,1,1,0.588
11,6,1,17,0,1,1.000000e-01,1,0,0.543
11,6,1,18,0,0,1.000000e-01,1,1,0.517
11,6,1,19,0,0,0,1,1,0.532
11,6,1,20,0,1,1.000000e-01,1,0,0.529
11,6,1,21,0,1,5.000000e-02,1,0,0.504
11,6,1,22,0,0,-5.00E-02,1,1,0.543
11,6,1,23,0,0,-1.00E-01,1,1,0.556
11,6,1,24,0,1,-5.00E-02,1,0,0.601
11,6,1,25,0,1,5.000000e-02,1,0,0.581
11,6,1,26,0,1,0,1,0,0.568
11,6,1,27,0,1,0,1,0,0.541
11,6,1,28,0,0,1.000000e-01,1,1,0.514
11,6,1,29,0,0,-1.00E-01,1,1,0.561
11,6,1,30,0,0,5.000000e-02,1,1,0.556
11,6,1,31,0,1,-1.00E-01,1,0,0.562
11,6,1,32,0,0,-5.00E-02,0,0,0.678
11,6,1,33,0,1,-1.00E-01,1,0,0.533
11,6,1,34,0,0,-1.00E-01,1,1,0.508
11,6,1,35,0,0,0,1,1,0.562
11,6,1,36,0,1,5.000000e-02,1,0,0.567
11,6,1,37,0,1,0,0,1,0.699
11,6,1,38,0,0,5.000000e-02,1,1,0.554
11,6,1,39,0,0,0,1,1,0.511
11,6,1,40,0,0,-5.00E-02,1,1,0.542
11,7,1,1,0,1,-5.00E-02,1,0,0.549
11,7,1,2,0,1,5.000000e-02,1,0,0.562
11,7,1,3,0,0,-1.00E-01,1,1,0.575
11,7,1,4,0,0,1.000000e-01,1,1,0.483
11,7,1,5,0,1,5.000000e-02,1,0,0.506
11,7,1,6,0,1,-5.00E-02,1,0,0.553
11,7,1,7,0,0,0,1,1,0.598
11,7,1,8,0,0,1.000000e-01,1,1,0.569
11,7,1,9,0,0,0,1,1,0.486
11,7,1,10,0,1,5.000000e-02,1,0,0.486
11,7,1,11,0,1,0,1,0,0.533
11,7,1,12,0,0,1.000000e-01,0,0,0.572
11,7,1,13,0,0,5.000000e-02,1,1,0.472
11,7,1,14,0,0,0,1,1,0.465
11,7,1,15,0,1,-1.00E-01,1,0,0.433
11,7,1,16,0,1,1.000000e-01,1,0,0.531
11,7,1,17,0,1,1.000000e-01,1,0,0.504
11,7,1,18,0,1,0,1,0,0.473
11,7,1,19,0,0,5.000000e-02,1,1,0.441
11,7,1,20,0,1,-5.00E-02,1,0,0.563
11,7,1,21,0,0,-1.00E-01,0,0,0.575
11,7,1,22,0,0,-1.00E-01,1,1,0.467
11,7,1,23,0,0,-5.00E-02,1,1,0.5
11,7,1,24,0,1,5.000000e-02,1,0,0.459
11,7,1,25,0,0,5.000000e-02,1,1,0.572
11,7,1,26,0,0,-5.00E-02,1,1,0.464
11,7,1,27,0,0,-5.00E-02,1,1,0.487
11,7,1,28,0,1,-1.00E-01,1,0,0.496
11,7,1,29,0,0,5.000000e-02,1,1,0.503
11,7,1,30,0,0,-1.00E-01,1,1,0.479
11,7,1,31,0,0,-5.00E-02,1,1,0.431
11,7,1,32,0,1,1.000000e-01,1,0,0.433
11,7,1,33,0,0,0,1,1,0.475
11,7,1,34,0,1,-5.00E-02,1,0,0.507
11,7,1,35,0,1,-1.00E-01,1,0,0.442
11,7,1,36,0,1,0,1,0,0.635
11,7,1,37,0,1,0,1,0,0.516
11,7,1,38,0,0,1.000000e-01,1,1,0.483
11,7,1,39,0,1,-1.00E-01,1,0,0.443
11,7,1,40,0,1,1.000000e-01,1,0,0.453
11,8,1,1,0,1,-1.00E-01,1,0,0.716
11,8,1,2,0,1,-1.00E-01,1,0,0.642
11,8,1,3,0,1,-5.00E-02,1,0,0.587
11,8,1,4,0,1,5.000000e-02,1,0,0.527
11,8,1,5,0,1,5.000000e-02,1,0,0.485
11,8,1,6,0,0,1.000000e-01,1,1,0.628
11,8,1,7,0,0,0,1,1,0.493
11,8,1,8,0,0,1.000000e-01,1,1,0.646
11,8,1,9,0,0,-5.00E-02,1,1,0.487
11,8,1,10,0,0,0,1,1,0.503
11,8,1,11,0,0,-5.00E-02,1,1,0.678
11,8,1,12,0,1,-1.00E-01,1,0,0.526
11,8,1,13,0,0,-1.00E-01,1,1,0.54
11,8,1,14,0,0,5.000000e-02,0,0,0.657
11,8,1,15,0,1,1.000000e-01,1,0,0.402
11,8,1,16,0,0,-1.00E-01,1,1,0.501
11,8,1,17,0,1,-5.00E-02,1,0,0.524
11,8,1,18,0,0,5.000000e-02,1,1,0.459
11,8,1,19,0,1,-1.00E-01,1,0,0.499
11,8,1,20,0,1,0,1,0,0.467
11,8,1,21,0,0,1.000000e-01,1,1,0.475
11,8,1,22,0,0,-5.00E-02,1,1,0.59
11,8,1,23,0,0,-1.00E-01,1,1,0.56
11,8,1,24,0,0,-1.00E-01,1,1,0.487
11,8,1,25,0,1,0,1,0,0.503
11,8,1,26,0,0,5.000000e-02,1,1,0.604
11,8,1,27,0,1,1.000000e-01,1,0,0.465
11,8,1,28,0,1,5.000000e-02,1,0,0.496
11,8,1,29,0,1,0,1,0,0.577
